16,0.0
16,0.0
16,0.0
204,0.3148000000000002
204,0.0
204,0.39473333333333327
204,0.41448478434865255
204,0.32659999999999995
64,0.0
65,0.0
128,0.29319999999999996
128,0.3098022845045111
70,0.0
80,0.0
90,0.24940000000000007
90,0.11779999999999995
91,0.29739999999999994
92,0.0978
93,0.0
94,0.3403999999999999
95,0.1944
96,0.32999999999999996
97,0.45659999999999973
98,0.2617999999999999
99,0.2847999999999999
100,0.4648
101,0.4957999999999999
102,0.2023999999999999
103,0.3499999999999999
104,0.29660000000000003
105,0.3433999999999999
106,0.20819999999999989
107,0.23780000000000007
108,0.34019999999999995
109,0.33939999999999987
110,0.3971999999999997
111,0.3477999999999997
111,0.3341999999999998
112,0.3355999999999998
113,0.37539999999999973
114,0.3206000000000001
115,0.33619999999999994
116,0.3633999999999998
